"impresso","enviadomotorista","clienteconfirma","ctes","criado_em","resolvida","telefone","TICKET _D","data_ticket","status","assunto"
false,false,false,18249200209522,2026-05-05 13:54:25.627,true,0,5071501,2026-04-06 00:00:00.000,Resolvido,Acareação
false,false,false,18015954076914,2026-05-15 13:41:49.404,false,5571993373724,,2026-05-15 16:41:49.452,,
false,true,false,18176303011927,2026-05-15 13:41:06.273,false,5571984086300,,2026-05-15 16:41:06.276,,
false,false,false,18197100095990,2026-04-30 13:34:39.747,true,0,5057704,2026-04-02 00:00:00.000,Resolvido,Acareação
false,false,false,18165700953308,2026-05-12 11:18:20.645,true,0,5144660,2026-04-13 00:00:00.000,Resolvido,Acareação
false,false,false,18191001599789,2026-04-28 12:31:40.502,true,0,5003894,2026-03-30 00:00:00.000,Resolvido,Acareação
false,false,false,18176302991244,2026-05-13 11:35:37.274,false,5571988701118,,2026-05-13 14:35:37.276,,
false,false,false,18226200260434,2026-05-09 12:03:18.208,true,0,5124866,2026-04-10 00:00:00.000,Resolvido,Acareação
false,false,false,18015952570232,2026-04-22 14:40:57.238,true,0,4925355,2026-03-24 00:00:00.000,Resolvido,Acareação
false,false,false,18015952577745,2026-04-22 14:40:57.282,true,0,4925372,2026-03-24 00:00:00.000,Resolvido,Acareação
false,false,false,18015952763068,2026-05-09 12:03:19.012,true,0,5125206,2026-04-10 00:00:00.000,Resolvido,Acareação
false,false,false,18168202713636,2026-05-21 12:08:37.655,true,0,5226192,2026-04-16 00:00:00.000,Resolvido,Acareação
false,false,false,18015953726249,2026-04-28 07:45:46.869,false,5571997055022,,2026-04-28 10:45:46.870,,
false,false,false,18249200202805,2026-05-05 13:54:25.972,true,0,5071660,2026-04-06 00:00:00.000,Resolvido,Acareação
false,false,false,18109044928716,2026-04-29 11:44:49.906,false,5571996539433,,2026-04-29 14:44:49.909,,
false,false,false,18000100260801,2026-05-12 11:18:20.709,true,0,5145847,2026-04-13 00:00:00.000,Resolvido,Acareação
false,false,false,18168202704142,2026-05-09 12:03:19.243,true,0,5133711,2026-04-10 00:00:00.000,Resolvido,Acareação
false,false,false,18109908324215,2026-05-22 15:20:17.200,true,0,5243067,2026-04-23 00:00:00.000,Resolvido,Contestação de acareação
false,false,false,18226900949050,2026-05-04 12:16:02.969,false,5571991198759,,2026-05-04 15:16:02.973,,
false,false,false,18167701023263,2026-06-03 15:01:03.335,true,0,5422755,2026-05-12 00:00:00.000,Resolvido,Acareação
false,false,false,18159608338105,2026-05-12 11:18:20.598,true,0,5143453,2026-04-06 00:00:00.000,Resolvido,Comprovante de entrega
false,false,false,18203600547268,2026-05-22 15:20:17.340,true,0,5244953,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18249200232989,2026-05-22 15:20:18.135,true,0,5247731,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18015953542458,2026-05-27 11:25:11.504,true,0,5296637,2026-04-28 00:00:00.000,Resolvido,Acareação
false,false,false,18249200230450,2026-05-22 15:20:18.217,true,0,5247861,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18159608495789,2026-05-27 11:25:11.618,true,0,5297610,2026-04-28 00:00:00.000,Resolvido,Acareação
false,false,false,18015953487195,2026-06-02 15:35:47.210,true,0,5338302,2026-05-04 00:00:00.000,Resolvido,Acareação
false,false,false,18015953939180,2026-06-03 15:01:02.879,true,0,5411868,2026-05-11 00:00:00.000,Resolvido,Acareação
false,false,false,10088125002790,2026-06-03 15:01:02.997,true,0,5413071,2026-05-11 00:00:00.000,Resolvido,Contestação de acareação
false,false,false,18226200298753,2026-06-03 15:01:03.082,true,0,5414671,2026-05-11 00:00:00.000,Resolvido,Acareação
false,false,false,18176302985013,2026-05-19 12:53:37.174,true,0,5213048,2026-04-20 00:00:00.000,Resolvido,Acareação
false,false,false,18189800205040,2026-05-19 12:53:37.455,true,0,5215843,2026-04-20 00:00:00.000,Resolvido,Acareação
false,false,false,10085065342865,2026-06-03 15:01:05.474,true,0,5482783,2026-05-06 00:00:00.000,Resolvido,Acareação
false,false,false,18239000041632,2026-05-29 16:26:55.268,true,0,5323265,2026-04-30 00:00:00.000,Resolvido,Acareação
false,false,false,18249200240551,2026-05-29 16:27:02.345,true,0,5323582,2026-04-30 00:00:00.000,Resolvido,Acareação
false,false,false,18015953466891,2026-05-26 10:26:44.667,true,0,5286030,2026-04-27 00:00:00.000,Resolvido,Acareação
false,false,false,18255100031347,2026-05-21 12:08:42.263,true,0,5233235,2026-04-22 00:00:00.000,Resolvido,Acareação
false,false,false,18249200235597,2026-05-16 11:13:29.924,true,0,5201322,2026-04-17 00:00:00.000,Resolvido,Acareação
false,false,false,18015952504431,2026-05-16 11:13:31.231,true,0,5201731,2026-04-17 00:00:00.000,Resolvido,Acareação
false,false,false,18188300604317,2026-05-16 11:13:31.972,true,0,5202673,2026-04-17 00:00:00.000,Resolvido,Acareação
false,false,false,18137301245974,2026-06-03 15:01:00.101,true,0,5345516,2026-05-05 00:00:00.000,Resolvido,Acareação
false,false,false,10088293862921,2026-06-03 15:01:00.200,true,0,5351087,2026-05-05 00:00:00.000,Resolvido,Contestação de acareação
false,false,false,18123100829012,2026-06-03 15:01:00.564,true,0,5353783,2026-05-05 00:00:00.000,Resolvido,Comprovante de entrega
false,false,false,10085028047383,2026-06-03 15:01:00.690,true,0,5356926,2026-05-06 00:00:00.000,Resolvido,Acareação
false,false,false,18121604559999,2026-06-03 15:01:01.169,true,0,5363059,2026-05-06 00:00:00.000,Resolvido,Acareação
false,false,false,18164601927605,2026-06-03 15:01:01.520,true,0,5383540,2026-05-08 00:00:00.000,Resolvido,Comprovante de entrega
false,false,false,10085151422066,2026-06-03 15:01:01.749,true,0,5384958,2026-05-08 00:00:00.000,Resolvido,Acareação
false,false,false,18109908454614,2026-06-03 15:01:01.824,true,0,5387444,2026-05-08 00:00:00.000,Resolvido,Acareação
false,false,false,18210200097224,2026-06-03 15:01:01.954,true,0,5394701,2026-05-09 00:00:00.000,Resolvido,Acareação
false,false,false,18168000087264,2026-06-02 15:35:46.859,true,0,5334159,2026-05-04 00:00:00.000,Resolvido,Acareação
false,false,false,18126801841647,2026-06-03 15:01:02.172,true,0,5409457,2026-05-11 00:00:00.000,Resolvido,Contestação de acareação
false,true,false,18249200300492,2026-06-03 15:01:11.423,false,,5667425,2026-06-02 00:00:00.000,Pendente,Acareação
false,false,false,18168202748545,2026-06-03 15:01:03.972,true,0,5448133,2026-05-14 00:00:00.000,Resolvido,Acareação
false,true,false,18226200319546,2026-06-03 15:01:11.564,false,,5668312,2026-06-02 00:00:00.000,Pendente,Acareação
false,true,false,18168202788505,2026-06-03 15:01:11.977,false,,5668314,2026-06-02 00:00:00.000,Pendente,Acareação
false,false,false,18226200321483,2026-06-03 15:01:12.061,false,,5668310,2026-06-02 00:00:00.000,Pendente,Acareação
false,true,false,18015954857324,2026-06-03 15:01:12.105,false,,5668683,2026-06-02 00:00:00.000,Pendente,Acareação
false,false,false,10085003767850,2026-06-03 15:01:04.169,true,0,5450898,2026-05-14 00:00:00.000,Resolvido,Comprovante de entrega
false,false,false,18121604594949,2026-06-03 15:01:04.221,true,0,5455459,2026-05-14 00:00:00.000,Resolvido,Acareação
false,false,false,18258600023979,2026-06-03 15:01:04.267,true,0,5458866,2026-05-15 00:00:00.000,Resolvido,Acareação
false,false,false,18261000016843,2026-06-03 15:01:12.146,false,5571982857535,5668807,2026-06-02 00:00:00.000,Pendente,Acareação
false,false,false,18104102627686,2026-06-03 15:01:04.369,true,0,5459804,2026-05-15 00:00:00.000,Resolvido,Acareação
false,false,false,18172803092450,2026-06-03 15:01:04.441,true,0,5461906,2026-05-15 00:00:00.000,Resolvido,Acareação
false,false,false,18185000108908,2026-06-03 15:01:07.970,true,0,5504716,2026-05-20 00:00:00.000,Resolvido,Acareação
false,false,false,18201800078946,2026-06-03 15:01:09.359,true,0,5508364,2026-05-20 00:00:00.000,Resolvido,Acareação
false,false,false,18191001704177,2026-06-03 15:01:10.118,true,0,5590778,2026-05-27 00:00:00.000,Resolvido,Acareação
false,false,false,10084759129380,2026-06-03 15:01:10.207,false,5571988736469,5591368,2026-05-27 00:00:00.000,Aberto/Em espera,Acareação
false,false,false,10085028095342,2026-06-03 15:01:10.388,true,0,5612149,2026-05-28 00:00:00.000,Resolvido,Acareação
false,false,false,18109908587658,2026-06-03 15:01:10.470,true,0,5628793,2026-05-29 00:00:00.000,Resolvido,Acareação
false,false,false,18206101250471,2026-06-03 15:01:09.426,true,0,5519762,2026-05-21 00:00:00.000,Resolvido,Acareação
false,false,false,18177100440851,2026-06-03 15:01:10.560,true,0,5629206,2026-05-29 00:00:00.000,Resolvido,Acareação
false,false,false,18242900306885,2026-06-03 15:01:10.631,true,0,5630682,2026-05-29 00:00:00.000,Resolvido,Acareação
false,false,false,18206101234963,2026-06-03 15:01:01.417,true,0,5382583,2026-05-08 00:00:00.000,Resolvido,Acareação
false,false,false,10087043280412,2026-06-03 15:01:09.515,true,0,5547323,2026-05-22 00:00:00.000,Resolvido,Comprovante de entrega
false,false,false,18236200369343,2026-06-03 15:01:03.255,true,0,5415710,2026-05-11 00:00:00.000,Resolvido,Comprovante de entrega
false,false,false,18168202783684,2026-06-03 15:01:10.672,true,0,5642459,2026-06-01 00:00:00.000,Resolvido,Acareação
false,false,false,18226200321546,2026-06-03 15:01:10.737,true,0,5642473,2026-06-01 00:00:00.000,Resolvido,Acareação
false,true,false,18168202765185,2026-06-03 15:01:10.792,false,5571987863901,5642478,2026-06-01 00:00:00.000,Pendente,Acareação
false,false,false,18215300093808,2026-05-26 10:26:44.277,true,0,5278927,2026-04-27 00:00:00.000,Resolvido,Acareação
false,false,false,18186600044066,2026-06-03 15:01:11.101,true,0,5648964,2026-06-01 00:00:00.000,Resolvido,Acareação
false,false,false,18121604648870,2026-06-03 15:01:09.593,true,0,5558624,2026-05-25 00:00:00.000,Resolvido,Acareação
false,false,false,18249200258057,2026-06-03 15:01:09.696,true,0,5563619,2026-05-25 00:00:00.000,Resolvido,Acareação
false,false,false,18249200257950,2026-06-03 15:01:09.760,true,0,5563621,2026-05-25 00:00:00.000,Resolvido,Acareação
false,false,false,18249200285177,2026-06-03 15:01:09.815,true,0,5577778,2026-05-26 00:00:00.000,Resolvido,Acareação
false,false,false,18249200274404,2026-06-03 15:01:09.914,true,0,5578155,2026-05-26 00:00:00.000,Resolvido,Acareação
false,false,false,18226200319088,2026-06-03 15:01:09.977,true,0,5581924,2026-05-26 00:00:00.000,Resolvido,Acareação
false,false,false,18123901685935,2026-06-03 15:01:03.428,true,0,5431313,2026-05-13 00:00:00.000,Resolvido,Acareação
false,false,false,18121604624177,2026-06-03 15:01:03.481,true,0,5438035,2026-05-13 19:23:02.840,Resolvido,Acareação
false,false,false,18131502147619,2026-06-03 15:01:10.051,true,0,5586379,2026-05-26 00:00:00.000,Resolvido,Acareação
false,false,false,18121604673527,2026-06-03 15:01:11.279,true,0,5651899,2026-06-01 00:00:00.000,Resolvido,Acareação
false,false,false,10080298605411,2026-06-03 15:01:03.773,true,0,5442167,2026-05-13 00:00:00.000,Resolvido,Acareação
false,true,false,18246400129947,2026-06-03 15:01:11.332,false,,5656370,2026-06-02 00:00:00.000,Pendente,Acareação
